fips_code,state,county,division,jurisdiction_type,equip_type,make,model,pp_std,pp_std_pc,pp_std_cc,pp_acc,pp_acc_pc,pp_acc_cc,ev_std,ev_acc,abs_ballots,prov_ballots,all_vbm,vbm_acc,other,source,date_obtained,coder
5510387250,WI,Richland,Willow,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510387250,WI,Richland,Willow,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510504100,WI,Rock,Avon,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510504100,WI,Rock,Avon,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510506525,WI,Rock,Beloit,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510506525,WI,Rock,Beloit,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510509175,WI,Rock,Bradford,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510509175,WI,Rock,Bradford,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510513625,WI,Rock,Center,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510513625,WI,Rock,Center,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510515650,WI,Rock,Clinton,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510515650,WI,Rock,Clinton,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510528075,WI,Rock,Fulton,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510528075,WI,Rock,Fulton,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510532700,WI,Rock,Harmony,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510532700,WI,Rock,Harmony,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510537850,WI,Rock,Janesville,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510537850,WI,Rock,Janesville,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510538450,WI,Rock,Johnstown,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510538450,WI,Rock,Johnstown,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510542575,WI,Rock,La Prairie,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510542575,WI,Rock,La Prairie,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510544125,WI,Rock,Lima,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510544125,WI,Rock,Lima,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510548150,WI,Rock,Magnolia,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510548150,WI,Rock,Magnolia,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510552225,WI,Rock,Milton,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510552225,WI,Rock,Milton,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510556325,WI,Rock,Newark,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510556325,WI,Rock,Newark,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510563675,WI,Rock,Plymouth,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510563675,WI,Rock,Plymouth,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510564225,WI,Rock,Porter,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510564225,WI,Rock,Porter,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510568600,WI,Rock,Rock,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510568600,WI,Rock,Rock,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510576325,WI,Rock,Spring Valley,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510576325,WI,Rock,Spring Valley,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510581050,WI,Rock,Turtle,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510581050,WI,Rock,Turtle,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510581650,WI,Rock,Union,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510581650,WI,Rock,Union,Town,Ballot Marking Device or System,Election Systems & Software,AutoMARK,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510703600,WI,Rusk,Atlanta,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510703600,WI,Rusk,Atlanta,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510707175,WI,Rusk,Big Bend,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510707175,WI,Rusk,Big Bend,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510707225,WI,Rusk,Big Falls,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510707225,WI,Rusk,Big Falls,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510713550,WI,Rusk,Cedar Rapids,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510713550,WI,Rusk,Cedar Rapids,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510720000,WI,Rusk,Dewey,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510720000,WI,Rusk,Dewey,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510726100,WI,Rusk,Flambeau,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510726100,WI,Rusk,Flambeau,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510730375,WI,Rusk,Grant,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510730375,WI,Rusk,Grant,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510731775,WI,Rusk,Grow,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510731775,WI,Rusk,Grow,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510733300,WI,Rusk,Hawkins,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510733300,WI,Rusk,Hawkins,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510736125,WI,Rusk,Hubbard,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510736125,WI,Rusk,Hubbard,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510742950,WI,Rusk,Lawrence,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510742950,WI,Rusk,Lawrence,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510749625,WI,Rusk,Marshall,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510749625,WI,Rusk,Marshall,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510755175,WI,Rusk,Murry,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510755175,WI,Rusk,Murry,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510767600,WI,Rusk,Richland,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510767600,WI,Rusk,Richland,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510770275,WI,Rusk,Rusk,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510770275,WI,Rusk,Rusk,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510774975,WI,Rusk,South Fork,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510774975,WI,Rusk,South Fork,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510777775,WI,Rusk,Strickland,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510777775,WI,Rusk,Strickland,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510777850,WI,Rusk,Stubbs,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510777850,WI,Rusk,Stubbs,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510779575,WI,Rusk,Thornapple,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510779575,WI,Rusk,Thornapple,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510780950,WI,Rusk,True,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510780950,WI,Rusk,True,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510783675,WI,Rusk,Washington,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510783675,WI,Rusk,Washington,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787125,WI,Rusk,Wilkinson,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787125,WI,Rusk,Wilkinson,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787175,WI,Rusk,Willard,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787175,WI,Rusk,Willard,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787450,WI,Rusk,Wilson,Town,Hand Counted Paper Ballots,Not Applicable,N/A,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510787450,WI,Rusk,Wilson,Town,DRE-Touchscreen,Sequoia (Dominion),AVC Edge,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510904425,WI,St. Croix,Baldwin,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510904425,WI,St. Croix,Baldwin,Town,Ballot Marking Device or System,Election Systems & Software,ExpressVote,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510911775,WI,St. Croix,Cady,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510911775,WI,St. Croix,Cady,Town,Ballot Marking Device or System,Election Systems & Software,ExpressVote,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510918300,WI,St. Croix,Cylon,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510918300,WI,St. Croix,Cylon,Town,Ballot Marking Device or System,Election Systems & Software,ExpressVote,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510922400,WI,St. Croix,Eau Galle,Town,Optical Scan,Election Systems & Software,DS200,TRUE,TRUE,,,,,,,TRUE,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
5510922400,WI,St. Croix,Eau Galle,Town,Ballot Marking Device or System,Election Systems & Software,ExpressVote,,,,TRUE,TRUE,,,,,,,,,http://www.gab.wi.gov/sites/default/files/page/179/voting_equipment_by_municipality_3_31_2016_pdf_26449.pdf,"March 31, 2016",Warren Stewart
